title;jobPost
Customer support - Sales;Job Title: Corporate Customer Telephone Service Representative (Incoming Calls / 8 hours) Description: The holder of the post will work on behalf of Vodafone's subsidiary at the Vodafone premises in Athens, 8 hours a day. Desired Qualifications: Flexibility of Working with Bari Labor Experience in Corresponding Work Familiarity in PC use, in Windows environment (MS Office). The Company offers: Participation in a continuous training program Contemporary and enjoyable work environment prospects Job Requirements
Customer support - Sales;Job Title: Corporate Customer Telephone Representative (Incoming Calls) Description: The holder of the post will work on behalf of Vodafone's subsidiary at Vodafone's premises in Athens. Desired Qualifications: Flexibility of Working with Bari Labor Experience in Corresponding Work Familiarity in PC use, in Windows environment (MS Office). The Company offers: Participation in a continuous training program Contemporary and enjoyable work environment prospects Job Requirements
Customer support - Sales;Job Title: Instant Customer Sales & Service (2) Customer Coverage Description: The newly established company in the field is going to integrate the potential of 2 young people aged 20-25, creative, organizational, with communication skills and time management ability. Job Requirements The candidate will meet an extremely youthful environment with personal development opportunities. Our goal is to develop the abilities of each partner, which is why a complete certified training is provided by experienced partners. If you want to become a member of our team send your resume now. There will be communication after the evaluation of the resumes.
Customer support - Sales;Job Title: Customer Service to the largest electronics company Description: The No. 1 electrical and electronic company in Europe is looking for candidates with good communication skills in customer service on products. Are you a man with a dynamic and pleasant personality? Do you have the ability to communicate? Are you a person with a team spirit of cooperation? Do you have the orientation in achieving results? If your answer is yes? Apply now! For 6 -hour or 8 -hour employment. We offer: Stable monthly earnings package Contemporary Work Environment Privisions and Discounts for all our employees sports tournaments, parties & other events all year Training: Duration: 5 Days Working Hours: 5 days To people looking for work to be hired directly to our multinational company, which has more than 8,200 employees in Athens. Are you ready for a new challenge? Job Requirements Knowledge of English (Scripture, Reading, Speech) computer knowledge (Windows, MS Office) Service in customer service, critical thinking capability
Customer support - Sales;Job Title: Customer Service to the largest electronics company Description: The No. 1 electrical and electronic company in Europe is looking for candidates with good communication skills in customer service on products. Are you a man with a dynamic and pleasant personality? Do you have the ability to communicate? Are you a person with a team spirit of cooperation? Do you have the orientation in achieving results? If your answer is yes? Apply now! For 6 -hour or 8 -hour employment. We offer: Stable monthly earnings package Contemporary Work Environment Privisions and Discounts for all our employees sports tournaments, parties & other events all year Training: Duration: 5 Days Working Hours: 5 days To people looking for work to be hired directly to our multinational company, which has more than 8,200 employees in Athens. Are you ready for a new challenge? Job Requirements Knowledge of English (Scripture, Reading, Speech) computer knowledge (Windows, MS Office) Service in customer service, critical thinking capability
Customer support - Sales;Job Title: Customer Service to the largest electronics company Description: The No. 1 electrical and electronic company in Europe is looking for candidates with good communication skills in customer service on products. Are you a man with a dynamic and pleasant personality? Do you have the ability to communicate? Are you a person with a team spirit of cooperation? Do you have the orientation in achieving results? If your answer is yes? Apply now! For 6 -hour or 8 -hour employment. We offer: Stable monthly earnings package Modern working environment Perks and discounts for all our employees sports tournaments, parties & other events all year necessary qualifications: English knowledge (writing, reading, speech) computer Customer, Critical Thinking Capacity Cooperation Cooperation High level of Writing Education: Duration: 5 Days Working Hours: 5 Day Work: Monday - Saturday (one day off) We give people the opportunity to seek work immediately to our multinational company from 8,200 employees in Athens. Are you ready for a new challenge? Job Requirements
Customer support - Sales;Job Title: Customer Service to the largest electronics company Description: The No. 1 electrical and electronic company in Europe is looking for candidates with good communication skills in customer service on products. Are you a man with a dynamic and pleasant personality? Do you have the ability to communicate? Are you a person with a team spirit of cooperation? Do you have the orientation in achieving results? If your answer is yes? Apply now! For 6 -hour or 8 -hour employment. We offer: Stable monthly earnings package Modern working environment Perks and discounts for all our employees sports tournaments, parties & other events all year necessary qualifications: English knowledge (writing, reading, speech) computer Customer, Critical Thinking Capacity Cooperation Cooperation High level of Writing Education: Duration: 5 Days Working Hours: 5 Day Work: Monday - Saturday (one day off) We give people the opportunity to seek work immediately to our multinational company from 8,200 employees in Athens. Are you ready for a new challenge? Job Requirements
Customer support - Sales;"Job Title: customer service Description: The purpose and purpose of every member of our team is to be the insurancemarket.gr to be the first option in searching for a insurance comparison and beyond! The ""key"" to achieving our goal ... Service with the signature of Insurancemarket.gr! Although you: You want to become a member of the successful team of Insurancemarket.gr. You want to become successful and develop in the field of insurance, with the support and guidance of a large insurance broker. You want to work in a company that shapes the Greek market and creates a culture and way of thinking about every consumer. You want to get into a group that inspires, creates, innovates and excels at every step. Then this is the perfect opportunity for you! We are looking for people with appetite and vision to become members of our team and evolve with us! Our purpose: To create the best insurance consultants in the Greek market! Working, creating and evolving into a climate of teamwork, collaboration and play! The main responsibilities of the Insurance Expert are: Provision of insurance tips, searching for and meeting the consumer insurance needs. Support, of the top service in the market for insurance products search for the optimal insurance proposal for each customer. Issuing Contracts Management of Active Clientele Support and Information Support Support Cases for Innovative and Innovative Insurance Programs that the Company provides exclusively for its customers. or HEI Excellent use of computers (quick -typing ability) and ability to familiarize CRM programs Excellent knowledge of English perseverance in achieving targets Ability Insurance Advisor Certification Provided: Professional Education and Lifelong Support for Insurance Products and Start Up Communication Skills Development Environment and Working Culture five days Job Requirements"
Customer support - Sales;Job Title: Customer Service of existing Vodafone clientele Description: The Quality Authorized Representative of Vodafone and with many years of experience in providing telephone services in northern Greece, is looking for: Office employees to manage its existing clientele. Position Description:  This position is not about sales. The main responsibility is to communicate with an already existing Vodafone clientele to renew Retention Agents. Candidate Profile: High School Graduates Confidence Communication Communications Group Spirit Computer Use Computer Using Company Provides: Satisfactory IKA IKA IKA Evolution Bonus Objectives Contemporary and Pleasant Working Environment Flexible Hours Job Requirements
Customer support - Sales;Job Title: Customer Service of existing Vodafone clientele Description: The Quality Authorized Representative of Vodafone and with many years of experience in providing telephone services in northern Greece, is looking for: Office employees to manage its existing clientele. Position Description:  This position is not about sales. The main responsibility is to communicate with an already existing Vodafone clientele to renew Retention Agents. Candidate Profile: High School Graduates Confidence Communication Communications Group Spirit Computer Use Computer Using Company Provides: Satisfactory IKA IKA IKA Evolution Bonus Objectives Contemporary and Pleasant Working Environment Flexible Hours Job Requirements
Customer support - Sales;Job Title: Customer Service of existing Vodafone clientele Description: The Quality Authorized Representative of Vodafone and with many years of experience in providing telephone services in northern Greece, is looking for: Office employees to manage its existing clientele. Position Description:  This position does not concern sales. The main responsibility is to communicate with an already existing Vodafone clientele to renew Retention Agents. Candidate Profile: High School Graduates Confidence Communication Communications Group Spirit Computer Use Computer Using Company Provides: Satisfactory IKA IKA IKA Evolution Bonus Objectives Contemporary and Pleasant Working Environment Flexible Hours Job Requirements
Customer support - Sales;Job Title: Customer Service of existing Vodafone clientele Description: The Quality Authorized Representative of Vodafone and with many years of experience in providing telephone services in northern Greece, is looking for: Office employees to manage its existing clientele. Position Description:  This position does not concern sales. The main responsibility is to communicate with an already existing Vodafone clientele to renew Retention Agents. Candidate Profile: High School Graduates Confidence Communication Communications Group Spirit Computer Use Computer Using Company Provides: Satisfactory IKA IKA IKA Evolution Bonus Objectives Contemporary and Pleasant Working Environment Flexible Hours Job Requirements
Customer support - Sales;Job Title: Customer Service of existing Vodafone clientele Description: The Quality Authorized Representative of Vodafone and with many years of experience in providing telephone services in northern Greece, is looking for: Office employees to manage its existing clientele. Position Description:  This position does not concern sales. The main responsibility is to communicate with an already existing Vodafone clientele to renew Retention Agents. Candidate Profile: High School Graduates Confidence Communication Communications Group Spirit Computer Use Computer Using Company Provides: Satisfactory IKA IKA IKA Evolution Bonus Objectives Contemporary and Pleasant Working Environment Flexible Hours Job Requirements
Customer support - Sales;Job Title: Customer Service of existing Vodafone clientele Description: The Quality Authorized Representative of Vodafone and with many years of experience in providing telephone services in northern Greece, is looking for: Office employees to manage its existing clientele. Position Description:  This position does not concern sales. The main responsibility is to communicate with an already existing Vodafone clientele to renew Retention Agents. Candidate Profile: High School Graduates Confidence Communication Communications Group Spirit Computer Use Computer Using Company Provides: Satisfactory IKA IKA IKA Evolution Bonus Objectives Contemporary and Pleasant Working Environment Flexible Hours Job Requirements
Customer support - Sales;Job Title: Customer Service of existing Vodafone clientele Description: The Quality Authorized Representative of Vodafone and with many years of experience in providing telephone services in northern Greece, is looking for: Office employees to manage its existing clientele. Position Description:  This position does not concern sales. The main responsibility is to communicate with an already existing Vodafone clientele to renew Retention Agents. Candidate Profile: High School Graduates Confidence Communication Communications Group Spirit Computer Use Computer Using Company Provides: Satisfactory IKA IKA IKA Evolution Bonus Objectives Contemporary and Pleasant Working Environment Flexible Hours Job Requirements
Customer support - Sales;Job Title: Customer Service of existing Vodafone clientele Description: The Quality Authorized Representative of Vodafone and with many years of experience in providing telephone services in northern Greece, is looking for: Office employees to manage its existing clientele. Position Description:  This position does not concern sales. The main responsibility is to communicate with an already existing Vodafone clientele to renew Retention Agents. Candidate Profile: High School Graduates Confidence Communication Communications Group Spirit Computer Use Computer Using Company Provides: Satisfactory IKA IKA IKA Evolution Bonus Objectives Contemporary and Pleasant Working Environment Flexible Hours Job Requirements
Customer support - Sales;Job Title: Customer Service of existing Vodafone clientele Description: The Quality Authorized Representative of Vodafone and with many years of experience in providing telephone services in northern Greece, is looking for: Office employees to manage its existing clientele. Position Description:  This position does not concern sales. The main responsibility is to communicate with an already existing Vodafone clientele to renew Retention Agents. Candidate Profile: High School Graduates Confidence Communication Communications Group Spirit Computer Use Computer Using Company Provides: Satisfactory IKA IKA IKA Evolution Bonus Objectives Contemporary and Pleasant Working Environment Flexible Hours Job Requirements
Customer support - Sales;Job Title: Customer Service of existing Vodafone clientele Description: The Quality Authorized Representative of Vodafone and with many years of experience in providing telephone services in northern Greece, is looking for: Office employees to manage its existing clientele. Position Description:  This position does not concern sales. The main responsibility is to communicate with an already existing Vodafone clientele to renew Retention Agents. Candidate Profile: High School Graduates Confidence Communication Communications Group Spirit Computer Use Computer Using Company Provides: Satisfactory IKA IKA IKA Evolution Bonus Objectives Contemporary and Pleasant Working Environment Flexible Hours Job Requirements
Customer support - Sales;Job Title: Sales and Customer Service Description: There are 4 positions in the Sales Department of a large company in the center of Thessaloniki. In the context of a new communication campaign of a new customer, its activities are expanded and is looking for: young people up to 30 years old with high school diploma and professional appearance, desirable tertiary education studies with comfort in communication, with immediate availability, and will appreciate experience in communication /communication areas. /Sales Promotion. All candidates should send their resume until 23/08/2019 where the rating cycle will be completed. There will be telephone contact with all stakeholders, as their resume has been positively evaluated. Shipment of full resume. A complete confidentiality of evaluating all biographical notes will be adhered to. *The positions are not about telephone sales, printed material or placard. Job Requirements Young/young up to 30 high school high schools in the professional appearance of Higher Education Studies Availability in Communication/Advertising/Sales Promotion Sections will be appreciated.
Customer support - Sales;Job Title: customer service Description: Thermal SA, for over 35 years of the top oil company and building services, is seeking 4 people for its offices in Koropi for the customer service department. Job Requirements Evidence of speech and communication, necessary service, 8 -hour permanent morning or afternoon employment.Salary, insurance, bonus achieving target is provided
Customer support - Sales;Job Title: customer service Description: TMP Supplies SA, one of the largest importing companies of technology / Informatics / Electronic, Electrical Materials in Greece and 25 years in the field, based in Ag. Ioannis Rentis, asks for an employee in customer service. Responsibilities: Telephone Customer Service Registration and order pricing B2B Sales B2B to existing customers Informing existing customers on Company Products Qualifications: Dynamic Flexibility and Communication Communication Desired Information and Electrical, Electricity Excel knowledge, Outlook are offered: Monthly fixed wage full 5 -day employment continuously organized and modern work environment. Sending resumes Selecting Application Find the company location to: Google Maps URL: http://goo.gl/maps/y9r1a Access to the company with urban transport is not easy, so the candidate should have his own transportation means. Job Requirements
Customer support - Sales;"Job Title: Customer Service Officer Description: Unilever Logistics SA Member of the Unilever Multinational Group is interested in hiring: Customer Service Office for a fixed -term contract to meet seasonal needs at the Group's Cream Cabine Warehouse in Schimatari Boeotia. Qualifications and Profile for the Location: Employed: Very good knowledge Microsoft Office, especially Excel Necessary service in corresponding position (3PL logistics branch), or customer service group spirit, comfort in professional relationship and detailed thinking. Ability to work under pressure in a demanding environment. Place of residence to be in the wider area of ​​Schimatari Autonomous Transfer from/to Workplace (Schimatari) Flexible Work time Desired: TEI/AEI degree very good SAP knowledge good knowledge of English language knowledge In the following address by 20/11/2019unilever Logistics A.E. Boeotia 32009: Mr. Bitzakis Anastasios Alarmically please use the following email address or fax, e-mail selecting ""application"" Fax: 22620-59582 Job Requirements"
Customer support - Sales;Job Title: OFFICE EMPLOYMENTS FOR INFORMATION AND CUSTOMER Description: Update and service customer service officers to inform & customer service on ICOMM We help our customers to overcome daily challenges with measurable results by achieving their goals, which are also our own ICOMM seeks new executives for the development of its team. The passion of giving proper market tips with interest and respect for the customer, then a place in the company's customer service can be what really suits you. Necessary Qualifications: High School Graduates Eneecal in Communication and Customer Centers Sales Capacity We offer: High Standing Salary Depending Extra Bonus Extra Bonus Bonus Bonus Extra Bonus Extra Op At St. Dimitrios Metro) We are looking forward to our team !!!! Send the resume now or call 2103668903 Job Requirements
Customer support - Sales;Job Title: Customer Telephone Representative Description: We are the leader of the energy industry in Greece. We offer our customers our experience and our know -how and create solid links with them, based on trust and integrity. To further support our growth, we are growing our teams. : Communicate with new or existing customers calling to the customer service department with the aim of immediate service for new connection and course of activation, changing products, explaining accounts & settlement management, renewal and interruption of contracts. You manage clients pending and any complaints by monitoring the process of completing their requests by suggesting optimal solutions with the rest of the company to ensure the best possible communication and coordination in order to optimally serve the IP. Latirequirements have experience in customer service you show a spirit of cooperation and teamwork have knowledge of English language and computer handling you fulfilled your military obligations (for men) desired IEK / TEI / AEBENEFITS growth
Customer support - Sales;Job Title: Employees of Customer and Returns & Change Service Departments Description: We have a common vision in IKEA: To help our customers enjoy a better daily life at home. We attach great importance to our vision. We all choose to work in IKEA because we share the unique corporate culture and values. We are passionate about our work and we try to be very efficient daily. But at the same time with the effort for high performance we entertain and experience an anthropocentric approach to our work. When you work with us, you will enjoy working with a diverse group of people who are happy to work together. You will be part of an open culture of integration where you can be yourself. At IKEA we always do our job knowing that great things can be achieved when many people work together. For our store at the airport, we are looking for: Customer and Returns & Change Employees Referring to Customer Team Leader, your main responsibilities are to: deliver customers effectively and quickly. You ensure that the fund you are working on remains neat and functional throughout the hours you provide excellent customer service to all the promotions of the company and promoted the IKEA Family card you apply the routines and processes of the department Instructions you have the ability to handle large volume of customers to better serve them with their shortest waiting time. You support the functioning of the sector, whenever necessary qualifications: customer service orientation Adaptation/flexibility Effective cooperation with colleagues and bosses group spirit and good communication Good interpersonal relationship TEI/HEI degree, will an additional knowledge of extra foreign languages ​​be considered if you: Do you work the right example? Do you want to express new, bold ideas, aware of the cost and remaining simple? Are you smiling and enthusiastic? Do you want to be better everyday? You don't like office work and aim to better serve the customer? Do you have a passion for the furniture and the retail market? We offer: We offer the opportunity to work in an environment in which you can learn, develop and have significant opportunities for development. IKEA is the largest company in the world in sales of furniture and home equipment with 422 stores in 50 countries and visioning to create a better daily life for many in the world. In Greece and Cyprus IKEA started its activities in 2000 through the Fourlis Group and today, there are 5 stores in Greece (Athens, Thessaloniki, Larissa, Ioannina), 1 store in Cyprus and 1 store in Sofia, Bulgaria. There are also 10 order and receipt centers (Rhodes, Patras, Chania, Heraklion, Komotini, Kalamata - Varna, Burgas, Plovdif Bulgaria and Limassol Cyprus). If you want to become a member of our team, send us your full resume by filling out the on-line request at http://www.fourlisgroup-careers.gr/en/send-cv-direct.html by August 31, 2019. Job Requirements
Customer support - Sales;Job Title: CUSTOMER SERVICE PRODUCT Description: What is the role we are looking for people with excellent customer service skills to join our team! In the role you take on, you are called upon to manage and solve incoming requests by offering solutions and creating excellent relationships with customers. You will work closely with the sales team and other departments of the company in order to provide our customers with the best service experience. What is Hilti if you are young in the industry, you may not have heard of us. We provide tools, technologies, top technology software and services for the global construction industry. We have a proud legacy, built for over 75 years, and a worldwide reputation for innovative products and excellent services. With about 29,000 people in more than 120 countries we want to expand, we are a great place to show us your value, accept new challenges and develop your career. Job Requirements What does the role of managing incoming and outgoing calls from internal and external customers in an effective and professional way. Providing quality services through professional advice and solutions, as well as immediate and effective customer problems and demands. Create sales orders and importing data into the system always taking care of accurate and up -to -date information in the company's database. Pricing What we offer is really appreciating our people and we will give you what you need to excel in your role, including ongoing training. In return for excellent performance and consistent results, you will receive exciting development opportunities. Why apply for us are an excellent blend of people with high values ​​and team spirit. Success in Hilti depends on teamwork and ability, regardless of previous professional experience. What you need is: AEI/ TEI degree. Good knowledge of English Very good knowledge of MS Office (Excel, Word) Excellent written and oral skills orientation in customer service group spirit of Cooperation Environmental Development of Long -Term Career Previous Experience in Similar Customer Service
Customer support - Sales;Job Title: customer service Description: Who are we are the leading Greek company specializing in the provision of professional products and a member of the Inpacs International Network with a presence in 36 European countries. We are deeply committed to helping our partners to improve their business, providing a wide range of services and first in class products. We successfully respond to the special needs of each business, providing comprehensive high -value added solutions to paper products, Catering consumables, cleaning, individual protection, waste management and hotel Amenities for more than 400 professional sectors, such as hotels, restaurants, catering, health areas , cleaning workshops, educational institutions, commercial businesses, industries, etc. The international houses we represent, the high level of know -how and our advisory approach, through which we are able to propose specialized and affordable solutions, have made the selection of thousands of successful businesses. and repairs of defective appliances installations and controls of Dosometric Appliances Professional Distributor Additions Consulting Technical Services to Customers Training Customers to properly operate the dosage appliances and properly replenish the Electrician Category B Cognitive Computer Manipulation Good Knowledge of English Methodical, Organizing, Carefully Available for Taxi By Benefits Company Offer -Connecting Package of Payments, depending on the qualifications. And a healthy growing company. We recognize that an important factor in our success is our people. That is why we offer an excellent and organized environment, with a team spirit and cooperative relationships. If you believe that your knowledge and achievements match your requirements, please send us your resume. It processes, as a processing manager, the personal data you provide us for evaluating your candidacy for the job and to call candidates for an interview. The legal basis for processing includes our legitimate interest in hiring talented people and based on your consent. Your information will be disclosed internally to our business, such as the Human Resources Department, to partners providing services on our behalf and to other places when required by law or if necessary to protect our rights. You have the right to request that we correct any inaccuracies in your information, and, if you are entitled, to oppose or request the restriction of the processing, as well as to apply for access, deletion or portability of your information and submit a complaint to the competent supervisory authority. To exercise your rights you can contact us in the following contact details: Vario A.E. Piraeus 205 Taurus 17778T 2103418230, F 2103418232info@vario.com.gr
Customer support - Sales;Job Title: PERSON FOR THE CUSTOMER SERVICE DEPARTMENT Description: Winemark-DIM. KALALOGERAS LTD in the context of continuous growth that has demanded to cover a position in: CUSTOMER SERVICE MAJOR RESPONSIBILITIES ERP Program Preferably Softone Very good knowledge of English language Ability to organize Group spirit fulfilled military obligations for male candidates we offer a fixed salary permanent employment continuous time. Interested parties can email their resume by choosing a request. Job Requirements
Customer support - Sales;Job Title: Customer Service Officer in a gas station Description: KSM Human Resources on behalf of her client searches Customer Service Officer in a gas station Customer: Corporate gas station Employment Area: Keratsini Role: customer service on the platform (pump) and inside the room Candidate Profile: Young and young with a mood for work desirable service to retail sales or at a service station kindly personality with customer -centric perception offered: Stable salary and bonus achievement of goals youthful and family work environment prospect of evolution in position Training on the products of the service station (fuel, oils, etc.)
Customer support - Sales;Job Title: Customer Service Officer in a gas station Description: KSM Human Resources on behalf of her client searches Customer Service Officer in a gas station Customer: Corporate gas station Employment Area: New Philadelphia Role: customer service on the platform (pump) and inside the room Candidate Profile: Young and young with a mood for work desirable service to retail sales or at a service station kindly personality with customer -centric perception offered: Stable salary and bonus achievement of goals youthful and family work environment prospect of evolution in position Training on the products of the service station (fuel, oils, etc.)
Customer support - Sales;Job Title: Customer Service Officer in a gas station - Gerakas Description: KSM Human Resources on behalf of her client seeks Customer Service Officer in a gas station Employment Area: Gerakas Attica Customer: Corporate gas station Role: customer service on the platform (pump) and inside the room Candidate Profile: Young and young with a mood for work desirable service in retail sales or at a service station kindly personality with customer -centric perception offered: Stable salary and bonus achievement of goals youthful and family work environment prospect of evolution in position Training on the products of the service station (fuel, oils, etc.) 
Customer support - Sales;Job Title: Customer Service Officer in a gas station - KOS Description: KSM Human Resources on behalf of its client is looking for Customer Service Employees in a gas station in Kos (Kardamilia area). customer: Corporate gas station in Kos. role: customer service on the platform (pump) and inside the room (fund) Candidate Profile: Young and young with a work -mood for work without necessarily having a service service station 1 year service in retail sales desired Customer -centered personality offered: Stable salary and bonus achievement of goals Training on the products of the service station (oils, fuels, etc.) prospect of evolution in position All applications are considered completely confidential. 
Customer support - Sales;Job Title: Customer Service Officer in a gas station Description: KSM Human Resources on behalf of its client is looking for Customer Service Officer in a gas station Customer: Corporate gas station Employment Area: Acharnai Role: customer service on the platform (pump) and inside the room Candidate Profile: Young and young with a mood for work desirable service to retail sales or at a service station kindly personality with customer -centric perception offered: Stable salary and bonus achievement of goals youthful and family work environment prospect of evolution in position Training on the products of the service station (fuel, oils, etc.)
Customer support - Sales;Job Title: Customer Service Officer in a liquid station ... Description: KSM Human Resources on behalf of its client, seeks Customer Service Officer in a gas station Customer: Corporate gas station Employment Area: Moschato Role: Customer service on the platform (pump) and inside the room. Candidate Profile: Young and young with a mood for work desirable service in retail sales or at a service station kindly personality with customer -centric perception offered: Stable salary and bonus achievement of goals youthful and family work environment prospect of evolution in position Training on the products of the service station (fuel, oils etc)
Customer support - Sales;Job Title: CUFEEE COFFEE SERVICE COFFEE SPOT Description: Master Plus HR, on behalf of its client, gas station at West Thessaloniki, searches for 2 (two) candidates for the post: Coffee Spot service Candidates who live in the west will be preferred to cover the post Thessaloniki and have a driving license as well as a means of transport. position description customer service. Production of coffee and drinks. After collecting and evaluating the resumes we will contact with the candidates who meet the requirements of the position to staff to set a meeting for an interview. All applications are considered completely confidential.
Customer support - Sales;Job Title: Customer Technical Technical Technical Description: Mediate L is active in the field of telecommunications services since 1995 and holds a leading position providing integrated services Telephone service. Our people and the team spirit of cooperation are the most basic elements that give value value to services and to Our image, by setting the anthropocentric character as the most important characteristic of the company which is evident in all sections, the groups and its actions. position description Holders of positions through personalized service that will provide, will help improve and upgrade the services provided us. The purpose is to complete the customer's telephone conversation with resolved any technical problem in fixed telephony, internet and/or digital TV.
Customer support - Sales;Job Title: customer service employees Description: Mellon Technologies, a parent company of the Mellon Group, holds a leading role in the field of electronic transactions, telephone services as well as Business Process Outsourcing Services. Search: Customer Service Customer Officer Location Owner will be responsible for managing incoming and outgoing calls for customer service. In communication with a customer mentality with emphasis on the result of the company it offers firm earnings package (fixed salary and insurance) with the credibility of the Mellon Group of Companies Education Prophets of 4 -hour employment at N. Faliro (Near Electric Station) Employment Education: General High School (privileged)
Customer support - Sales;Job Title: customer service employees Description: Mellon Technologies, a parent company of the Mellon Group, holds a leading role in the field of electronic transactions, telephone services as well as Business Process Outsourcing Services. Search: Customer Service Customer Officer Location Owner will be responsible for managing incoming and outgoing calls for customer service. In communication with a customer mentality with emphasis on the result of the company it offers firm earnings package (fixed salary and insurance) with the credibility of the Mellon Group of Companies Education Prophets of 4 -hour employment at N. Faliro (Near Electric Station) Employment Education: General High School (privileged)
Customer support - Sales;Job Title: Customer Service employees - Neo Faliro Description: Mellon Technologies, a parent company of the Mellon Group, holds a leading role in the field of electronic transactions, telephone services, as well as Business Process Outsourcing services. In the context of its continued development, customer service employees are looking for role: Management of Incoming Technical Support and Traders' Incoming Calls for Terminals (POS) History Control and Use of Tools and Systems with the aim of diagnosing the technical issue Terminal Desired Qualifications: High School Graduate, IEK, TEI or HEI (Ideally Technological Direction) $ 1 year or more in a similar position Very good knowledge of handling PC Handling good knowledge of English Package of earnings (fixed salary and insurance) with the reliability of the Mellon Group Constant Education Prospects The job is about 5 -hour employment in a shift hours at the headquarters of the company in Neo Faliro (near power station).
Customer support - Sales;Job Title: Office employees to inform and customer service Description: NEW WORK POSITIONS. People with experience in telephone communication, employment with employment, fixed salary not pay with sales, permanent employment for the development of clientele, for alternative electricity providers. One of the most dynamic companies for promoting energy programs, telecommunications services, financial and insurance products. With experience in Telemarketing and Direct Marketing, it has well -trained staff and offers work on telephone approach and selling issues. The aim is to inform customers properly, the proper operation of sales department, the positive climate between people who make up it, and to ensure customer reliability by providing high quality services and with more and more needs in an ever -changing market. Candidates should have: Easily Mood for work Consistently Communication in Communication Desired Qualifications: Negotiating Ability to past a similar position Basic PC Handling Knowledge Our Company offers: Unsecured Time Convention Stable Monthly Salary, Basic, regardless of Sales Bonus Sales and achieving goals full insurance coverage and all legal benefits and gifts Consistency in payments pleasant work environment continuous training by experienced and capable executives Ability
Customer support - Sales;Job Title: Office employees to inform and customer service Description: NEW WORK POSITIONS. People with experience in telephone communication, employment with employment, fixed salary not pay with sales, permanent employment for the development of clientele, for alternative electricity providers. One of the most dynamic companies for promoting energy programs, telecommunications services, financial and insurance products. With experience in Telemarketing and Direct Marketing, it has well -trained staff and offers work on telephone approach and selling issues. The aim is to inform customers properly, the proper operation of sales department, the positive climate between people who make up it, and to ensure customer reliability by providing high quality services and with more and more needs in an ever -changing market. Candidates should have: fluency mood for work consistency Communication Desired qualifications: negotiating ability service in a similar position Basic Computer Handling Knowledge Our company offers: indefinite contract fixed monthly salary, basic, regardless of sales Add -ons Bonuses and Achievement of Goals complete insurance coverage and all legal benefits and gifts consistency in payments pleasant work environment Continuous training by experienced and capable executives potential Morning Employment (4 hours - 5 hours - 6 hours - 8 hours) afternoon employment (4 hours)
Customer support - Sales;Job Title: Customer Service Executive Description: Novatron Security Distribution SA is looking for immediate recruitment executive for the customer service department. duties description Reception and service of the company's customers Organizing and monitoring timely handling of orders effectively managing customer issues in cooperation with remaining parts of the company invoicing
Customer support - Sales;"Job Title: Customer Service Officer Description: On behalf of a renowned customer in the field of furniture and home decoration marketing we seek Customer Service Officer - Athens the position: It requires immediacy, professionalism and excellent level of high demand customer service as well as: excellent customer service in the store Manage the e-shop e -mail handling Monitoring Orders and Receives Issuing documents (ERP) the candidate: He is experienced and effective in customer service. It has a high -level aesthetic and team spirit Service in a corresponding position, preference in luxury brand Ease of contact and ability to create a positive climate with customers Excellent knowledge of English language in oral and written speech Excellent knowledge Microsoft Office Commercial Management Knowledge (ERP) and Fund Management the company: Extremely contemporary and artistic environment, a company with long -term presence in the field of art education attractive earnings package Pleasant, positive group environment Please send your resume -at the latest by 31.10.2019 LETING THE POSITION Code: TPP-1910003 After collecting and evaluating all resumes we will only contact candidates who meet the requirements of the position. By sending your resume we believe that you wish to keep it in our database to associate it with current or other jobs. If you do not wish to keep your resume at our base, please note it in your message (or just write ""opt out"")."
Customer support - Sales;Job Title: 1 LAST POSITION UNTIL 08/11 - CUSTOMER SERVICE Description: one of the leading advertising companies in the marketing and representation of large corporate customers, due to taking up a new investment Project, becomes the need for immediate integration of 1 person who wishes to take over Responsibilities in Departments: Customer Service - Contact - Sales
Customer support - Sales;Job Title: customer service Description: Our company is looking for partners to train them as real estate consultants (brokers) to meet its ever-increasing needs in many areas of Attica (Glyfada, Nea Smyrni, Paleo Faliro, Ilioupoli, Vari Varkiza, Argyroupoli). Training by experienced real estate market executives. . Independents- Basic knowledge of computers.
Customer support - Sales;Job Title: customer service Description: Over 21, communicative/or, extroverted, with experience in customer service.for work in a modern space, taking care of its proper functioning & visitors' service.
Customer support - Sales;Job Title: Customer Telephone Representative Description: Partnership with Vodafone - PANAFON SAHe wishes to employ on behalf of the latest young and dynamic people as customer service representatives.The location will work at some of Vodafone's facilities in Thessaloniki 8 or 6 hours a day and will be responsible for: Telephone support for private or corporate customers for the products and services of the company
Customer support - Sales;Job Title: Sales and Customer Service Description: People aged 22-28 for the advertising section company. Are you young/young and have an appetite and mood for work?Your company gives the opportunity to work with a youthful and enjoyable environment and Get the experience you want. Send us your resume today and we will communicate directly together You !!!
Customer support - Sales;Job Title: Elpedison Customer Service Office Officer Description: position description * A Office of Bureau of Services and Telephone Service and Gas Customer Service
